Method	Dataset	Metric	Value	Set
Bepipred 3.0	Orthopoxvirus	Specificity	0.688473520249221	NoLeakage
Bepipred 3.0	Orthopoxvirus	Balanced accuracy	0.699350396488247	NoLeakage
Bepipred 3.0	Orthopoxvirus	Accuracy	0.699851411589896	NoLeakage
Bepipred 3.0	O. volvulus	AUC	0.657035844619474	NoLeakage
Bepipred 3.0	O. volvulus	F1	0.272993375442921	NoLeakage
Bepipred 3.0	O. volvulus	MCC	0.146923008203026	NoLeakage
Bepipred 3.0	O. volvulus	PPV	0.179861956963053	NoLeakage
Bepipred 3.0	O. volvulus	NPV	0.918281381634372	NoLeakage
Bepipred 3.0	O. volvulus	Sensitivity	0.566134185303514	NoLeakage
Bepipred 3.0	O. volvulus	Specificity	0.653813196229649	NoLeakage
Bepipred 3.0	O. volvulus	Balanced accuracy	0.609973690766581	NoLeakage
Bepipred 3.0	O. volvulus	Accuracy	0.643445409897998	NoLeakage
Bepipred 3.0	P. aeruginosa	AUC	0.511900121275121	NoLeakage
Bepipred 3.0	P. aeruginosa	F1	0.298136645962733	NoLeakage
Bepipred 3.0	P. aeruginosa	MCC	0.100770081148075	NoLeakage
Bepipred 3.0	P. aeruginosa	PPV	0.421052631578947	NoLeakage
Bepipred 3.0	P. aeruginosa	NPV	0.702602230483271	NoLeakage
Bepipred 3.0	P. aeruginosa	Sensitivity	0.230769230769231	NoLeakage
Bepipred 3.0	P. aeruginosa	Specificity	0.851351351351351	NoLeakage
Bepipred 3.0	P. aeruginosa	Balanced accuracy	0.541060291060291	NoLeakage
Bepipred 3.0	P. aeruginosa	Accuracy	0.653374233128834	NoLeakage
Bepipred 3.0	P. falciparum	AUC	0.559258074803079	NoLeakage
Bepipred 3.0	P. falciparum	F1	0.353795966785291	NoLeakage
Bepipred 3.0	P. falciparum	MCC	0.0299708079946678	NoLeakage
Bepipred 3.0	P. falciparum	PPV	0.714513875024955	NoLeakage
Bepipred 3.0	P. falciparum	NPV	0.318626016735912	NoLeakage
Bepipred 3.0	P. falciparum	Sensitivity	0.235104775668396	NoLeakage
Bepipred 3.0	P. falciparum	Specificity	0.792	NoLeakage
Bepipred 3.0	P. falciparum	Balanced accuracy	0.513552387834198	NoLeakage
Bepipred 3.0	P. falciparum	Accuracy	0.408362747759978	NoLeakage
Bepipred 3.0	S. mansoni	AUC	0.589063747840732	NoLeakage
Bepipred 3.0	S. mansoni	F1	0.319888734353268	NoLeakage
Bepipred 3.0	S. mansoni	MCC	0.0974224344153703	NoLeakage
Bepipred 3.0	S. mansoni	PPV	0.307281229124917	NoLeakage
Bepipred 3.0	S. mansoni	NPV	0.787489883223494	NoLeakage
Bepipred 3.0	S. mansoni	Sensitivity	0.333575054387237	NoLeakage
Bepipred 3.0	S. mansoni	Specificity	0.76657287563309	NoLeakage
Bepipred 3.0	S. mansoni	Balanced accuracy	0.550073965010163	NoLeakage
Bepipred 3.0	S. mansoni	Accuracy	0.664004122648802	NoLeakage
Bepipred 3.0	T. gondii	AUC	0.483928831585082	NoLeakage
Bepipred 3.0	T. gondii	F1	0.636539204325995	NoLeakage
Bepipred 3.0	T. gondii	MCC	0.00767960880623424	NoLeakage
Bepipred 3.0	T. gondii	PPV	0.614466815809098	NoLeakage
Bepipred 3.0	T. gondii	NPV	0.393419170243204	NoLeakage
Bepipred 3.0	T. gondii	Sensitivity	0.66025641025641	NoLeakage
Bepipred 3.0	T. gondii	Specificity	0.347222222222222	NoLeakage
Bepipred 3.0	T. gondii	Balanced accuracy	0.503739316239316	NoLeakage
Bepipred 3.0	T. gondii	Accuracy	0.538725490196078	NoLeakage
Epidope	B. pertussis	AUC	0.643112354713732	NoLeakage
Epidope	B. pertussis	F1	0.0669856459330144	NoLeakage
Epidope	B. pertussis	MCC	0.0888334576481503	NoLeakage
Epidope	B. pertussis	PPV	1	NoLeakage
Epidope	B. pertussis	NPV	0.227722772277228	NoLeakage
Epidope	B. pertussis	Sensitivity	0.0346534653465347	NoLeakage
Epidope	B. pertussis	Specificity	1	NoLeakage
Epidope	B. pertussis	Balanced accuracy	0.517326732673267	NoLeakage
Epidope	B. pertussis	Accuracy	0.248554913294798	NoLeakage
Epidope	C. difficile	AUC	0.525820654269025	NoLeakage
Epidope	C. difficile	F1	0	NoLeakage
Epidope	C. difficile	MCC	0	NoLeakage
Epidope	C. difficile	PPV	0	NoLeakage
Epidope	C. difficile	NPV	0.784567901234568	NoLeakage
Epidope	C. difficile	Sensitivity	0	NoLeakage
Epidope	C. difficile	Specificity	1	NoLeakage
Epidope	C. difficile	Balanced accuracy	0.5	NoLeakage
Epidope	C. difficile	Accuracy	0.784567901234568	NoLeakage
Epidope	Corynebacterium	AUC	0.628395061728395	NoLeakage
Epidope	Corynebacterium	F1	0	NoLeakage
Epidope	Corynebacterium	MCC	0	NoLeakage
Epidope	Corynebacterium	PPV	0	NoLeakage
Epidope	Corynebacterium	NPV	0.381679389312977	NoLeakage
Epidope	Corynebacterium	Sensitivity	0	NoLeakage
Epidope	Corynebacterium	Specificity	1	NoLeakage
Epidope	Corynebacterium	Balanced accuracy	0.5	NoLeakage
Epidope	Corynebacterium	Accuracy	0.381679389312977	NoLeakage
Epidope	C. trachomatis	AUC	0.568631715739718	NoLeakage
Epidope	C. trachomatis	F1	0.249080882352941	NoLeakage
Epidope	C. trachomatis	MCC	-0.0598176933882279	NoLeakage
Epidope	C. trachomatis	PPV	0.611738148984199	NoLeakage
Epidope	C. trachomatis	NPV	0.313937118723604	NoLeakage
Epidope	C. trachomatis	Sensitivity	0.156376226197346	NoLeakage
Epidope	C. trachomatis	Specificity	0.795481569560048	NoLeakage
Epidope	C. trachomatis	Balanced accuracy	0.475928897878697	NoLeakage
Epidope	C. trachomatis	Accuracy	0.365190365190365	NoLeakage
Epidope	E. coli	AUC	0.767900293540487	NoLeakage
Epidope	E. coli	F1	0.277628032345013	NoLeakage
Epidope	E. coli	MCC	0.120843839862449	NoLeakage
Epidope	E. coli	PPV	0.887931034482759	NoLeakage
Epidope	E. coli	NPV	0.26025459688826	NoLeakage
Epidope	E. coli	Sensitivity	0.164536741214058	NoLeakage
Epidope	E. coli	Specificity	0.934010152284264	NoLeakage
Epidope	E. coli	Balanced accuracy	0.549273446749161	NoLeakage
Epidope	E. coli	Accuracy	0.348724179829891	NoLeakage
Epidope	Enterobacteriaceae	AUC	0.69469568540603	NoLeakage
Epidope	Enterobacteriaceae	F1	0.254175744371823	NoLeakage
Epidope	Enterobacteriaceae	MCC	0.193036703827817	NoLeakage
Epidope	Enterobacteriaceae	PPV	0.883838383838384	NoLeakage
Epidope	Enterobacteriaceae	NPV	0.429545454545455	NoLeakage
Epidope	Enterobacteriaceae	Sensitivity	0.148430873621713	NoLeakage
Epidope	Enterobacteriaceae	Specificity	0.970474967907574	NoLeakage
Epidope	Enterobacteriaceae	Balanced accuracy	0.559452920764644	NoLeakage
Epidope	Enterobacteriaceae	Accuracy	0.475485188968335	NoLeakage
Epidope	Filoviridae	AUC	0.549206850431282	NoLeakage
Epidope	Filoviridae	F1	0.16036308623298	NoLeakage
Epidope	Filoviridae	MCC	0.1869025528811	NoLeakage
Epidope	Filoviridae	PPV	0.828125	NoLeakage
Epidope	Filoviridae	NPV	0.626373626373626	NoLeakage
Epidope	Filoviridae	Sensitivity	0.0887772194304858	NoLeakage
Epidope	Filoviridae	Specificity	0.988082340195016	NoLeakage
Epidope	Filoviridae	Balanced accuracy	0.538429779812751	NoLeakage
Epidope	Filoviridae	Accuracy	0.634868421052632	NoLeakage
Epidope	Human Gammaherpesvirus 4	AUC	0.588383977035333	NoLeakage
Epidope	Human Gammaherpesvirus 4	F1	0.192914285714286	NoLeakage
Epidope	Human Gammaherpesvirus 4	MCC	0.0390192695443434	NoLeakage
Epidope	Human Gammaherpesvirus 4	PPV	0.391102873030584	NoLeakage
Epidope	Human Gammaherpesvirus 4	NPV	0.667707249392993	NoLeakage
Epidope	Human Gammaherpesvirus 4	Sensitivity	0.128033980582524	NoLeakage
Epidope	Human Gammaherpesvirus 4	Specificity	0.89785447761194	NoLeakage
Epidope	Human Gammaherpesvirus 4	Balanced accuracy	0.512944229097232	NoLeakage
Epidope	Human Gammaherpesvirus 4	Accuracy	0.637027138157895	NoLeakage
Epidope	Influenza A	AUC	0.605042016806723	NoLeakage
Epidope	Influenza A	F1	0.17964824120603	NoLeakage
Epidope	Influenza A	MCC	0.0120133872799067	NoLeakage
Epidope	Influenza A	PPV	0.722222222222222	NoLeakage
Epidope	Influenza A	NPV	0.296004501969612	NoLeakage
Epidope	Influenza A	Sensitivity	0.102582496413199	NoLeakage
Epidope	Influenza A	Specificity	0.905335628227194	NoLeakage
Epidope	Influenza A	Balanced accuracy	0.503959062320197	NoLeakage
Epidope	Influenza A	Accuracy	0.33873417721519	NoLeakage
Epidope	Lentivirus	AUC	0.579220779220779	NoLeakage
Epidope	Lentivirus	F1	0.427260812581914	NoLeakage
Epidope	Lentivirus	MCC	0.0617142497656744	NoLeakage
Epidope	Lentivirus	PPV	0.970238095238095	NoLeakage
Epidope	Lentivirus	NPV	0.0608695652173914	NoLeakage
Epidope	Lentivirus	Sensitivity	0.273949579831933	NoLeakage
Epidope	Lentivirus	Specificity	0.848484848484849	NoLeakage
Epidope	Lentivirus	Balanced accuracy	0.561217214158391	NoLeakage
Epidope	Lentivirus	Accuracy	0.304140127388535	NoLeakage
Epidope	Measles morbilivirus	AUC	0.592546429016577	NoLeakage
Epidope	Measles morbilivirus	F1	0.486187845303867	NoLeakage
Epidope	Measles morbilivirus	MCC	0.0517899353597916	NoLeakage
Epidope	Measles morbilivirus	PPV	0.647058823529412	NoLeakage
Epidope	Measles morbilivirus	NPV	0.405172413793103	NoLeakage
Epidope	Measles morbilivirus	Sensitivity	0.389380530973451	NoLeakage
Epidope	Measles morbilivirus	Specificity	0.661971830985915	NoLeakage
Epidope	Measles morbilivirus	Balanced accuracy	0.525676180979683	NoLeakage
Epidope	Measles morbilivirus	Accuracy	0.494565217391304	NoLeakage
Epidope	Mononegavirales	AUC	0.513875554135549	NoLeakage
Epidope	Mononegavirales	F1	0.297147722435079	NoLeakage
Epidope	Mononegavirales	MCC	-0.0841680818680639	NoLeakage
Epidope	Mononegavirales	PPV	0.392575928008999	NoLeakage
Epidope	Mononegavirales	NPV	0.513998250218723	NoLeakage
Epidope	Mononegavirales	Sensitivity	0.239041095890411	NoLeakage
Epidope	Mononegavirales	Specificity	0.685131195335277	NoLeakage
Epidope	Mononegavirales	Balanced accuracy	0.462086145612844	NoLeakage
Epidope	Mononegavirales	Accuracy	0.48	NoLeakage
Epidope	M. tuberculosis	AUC	0.589435785703412	NoLeakage
Epidope	M. tuberculosis	F1	0.0585549288208434	NoLeakage
Epidope	M. tuberculosis	MCC	0.0525294938398801	NoLeakage
Epidope	M. tuberculosis	PPV	0.664634146341464	NoLeakage
Epidope	M. tuberculosis	NPV	0.511746391168978	NoLeakage
Epidope	M. tuberculosis	Sensitivity	0.0306265805001405	NoLeakage
Epidope	M. tuberculosis	Specificity	0.985017706347044	NoLeakage
Epidope	M. tuberculosis	Balanced accuracy	0.507822143423592	NoLeakage
Epidope	M. tuberculosis	Accuracy	0.51521438450899	NoLeakage
Epidope	Orthopoxvirus	AUC	0.66540404040404	NoLeakage
Epidope	Orthopoxvirus	F1	0.346153846153846	NoLeakage
Epidope	Orthopoxvirus	MCC	-0.3452256051846	NoLeakage
Epidope	Orthopoxvirus	PPV	0.5625	NoLeakage
Epidope	Orthopoxvirus	NPV	0.129032258064516	NoLeakage
Epidope	Orthopoxvirus	Sensitivity	0.25	NoLeakage
Epidope	Orthopoxvirus	Specificity	0.363636363636364	NoLeakage
Epidope	Orthopoxvirus	Balanced accuracy	0.306818181818182	NoLeakage
Epidope	Orthopoxvirus	Accuracy	0.276595744680851	NoLeakage
Epidope	O. volvulus	AUC	0.560457897848396	NoLeakage
Epidope	O. volvulus	F1	0.0724365004703669	NoLeakage
Epidope	O. volvulus	MCC	0.00463696412718609	NoLeakage
Epidope	O. volvulus	PPV	0.130952380952381	NoLeakage
Epidope	O. volvulus	NPV	0.876238881829733	NoLeakage
Epidope	O. volvulus	Sensitivity	0.0500650195058518	NoLeakage
Epidope	O. volvulus	Specificity	0.952924919391985	NoLeakage
Epidope	O. volvulus	Balanced accuracy	0.501494969448919	NoLeakage
Epidope	O. volvulus	Accuracy	0.840877914951989	NoLeakage
Epidope	P. aeruginosa	AUC	0.634920634920635	NoLeakage
Epidope	P. aeruginosa	F1	0.03125	NoLeakage
Epidope	P. aeruginosa	MCC	0.084639987700317	NoLeakage
Epidope	P. aeruginosa	PPV	1	NoLeakage
Epidope	P. aeruginosa	NPV	0.451327433628319	NoLeakage
Epidope	P. aeruginosa	Sensitivity	0.0158730158730159	NoLeakage
Epidope	P. aeruginosa	Specificity	1	NoLeakage
Epidope	P. aeruginosa	Balanced accuracy	0.507936507936508	NoLeakage
Epidope	P. aeruginosa	Accuracy	0.456140350877193	NoLeakage
Epidope	P. falciparum	AUC	0.521234362999538	NoLeakage
Epidope	P. falciparum	F1	0.560476727331293	NoLeakage
Epidope	P. falciparum	MCC	-0.0197910273027394	NoLeakage
Epidope	P. falciparum	PPV	0.796824912227141	NoLeakage
Epidope	P. falciparum	NPV	0.187388882304136	NoLeakage
Epidope	P. falciparum	Sensitivity	0.43226233852269	NoLeakage
Epidope	P. falciparum	Specificity	0.542925824175824	NoLeakage
Epidope	P. falciparum	Balanced accuracy	0.487594081349257	NoLeakage
Epidope	P. falciparum	Accuracy	0.453763010408327	NoLeakage
Epidope	S. mansoni	AUC	0.607695780646161	NoLeakage
Epidope	S. mansoni	F1	0.298892154646168	NoLeakage
Epidope	S. mansoni	MCC	0.117680768957174	NoLeakage
Epidope	S. mansoni	PPV	0.316874400767018	NoLeakage
Epidope	S. mansoni	NPV	0.805861230163327	NoLeakage
Epidope	S. mansoni	Sensitivity	0.282841249465126	NoLeakage
Epidope	S. mansoni	Specificity	0.829992841803865	NoLeakage
Epidope	S. mansoni	Balanced accuracy	0.556417045634496	NoLeakage
Epidope	S. mansoni	Accuracy	0.710700625058308	NoLeakage
Epidope	T. gondii	AUC	0.598090930451128	NoLeakage
Epidope	T. gondii	F1	0.133152173913043	NoLeakage
Epidope	T. gondii	MCC	-0.0213930826500304	NoLeakage
Epidope	T. gondii	PPV	0.510416666666667	NoLeakage
Epidope	T. gondii	NPV	0.450743494423792	NoLeakage
Epidope	T. gondii	Sensitivity	0.0765625	NoLeakage
Epidope	T. gondii	Specificity	0.911654135338346	NoLeakage
Epidope	T. gondii	Balanced accuracy	0.494108317669173	NoLeakage
Epidope	T. gondii	Accuracy	0.455631399317406	NoLeakage
Epitope1D	B. pertussis	AUC	0.53964470648909	NoLeakage
Epitope1D	B. pertussis	F1	0.311969111969112	NoLeakage
Epitope1D	B. pertussis	MCC	0.0234420853424715	NoLeakage
Epitope1D	B. pertussis	PPV	0.503740648379052	NoLeakage
Epitope1D	B. pertussis	NPV	0.524725274725275	NoLeakage
Epitope1D	B. pertussis	Sensitivity	0.225950782997763	NoLeakage
Epitope1D	B. pertussis	Specificity	0.793354101765317	NoLeakage
Epitope1D	B. pertussis	Balanced accuracy	0.50965244238154	NoLeakage
Epitope1D	B. pertussis	Accuracy	0.520193861066236	NoLeakage
Epitope1D	C. difficile	AUC	0.501372185970147	NoLeakage
Epitope1D	C. difficile	F1	0.269714285714286	NoLeakage
Epitope1D	C. difficile	MCC	-0.0150226020052939	NoLeakage
Epitope1D	C. difficile	PPV	0.17201166180758	NoLeakage
Epitope1D	C. difficile	NPV	0.816062176165803	NoLeakage
Epitope1D	C. difficile	Sensitivity	0.624338624338624	NoLeakage
Epitope1D	C. difficile	Specificity	0.35673839184598	NoLeakage
Epitope1D	C. difficile	Balanced accuracy	0.490538508092302	NoLeakage
Epitope1D	C. difficile	Accuracy	0.403917910447761	NoLeakage
Epitope1D	Corynebacterium	AUC	0.540784491897622	NoLeakage
Epitope1D	Corynebacterium	F1	0.547461368653422	NoLeakage
Epitope1D	Corynebacterium	MCC	-0.172324825033519	NoLeakage
Epitope1D	Corynebacterium	PPV	0.516666666666667	NoLeakage
Epitope1D	Corynebacterium	NPV	0.3046875	NoLeakage
Epitope1D	Corynebacterium	Sensitivity	0.582159624413146	NoLeakage
Epitope1D	Corynebacterium	Specificity	0.251612903225806	NoLeakage
Epitope1D	Corynebacterium	Balanced accuracy	0.416886263819476	NoLeakage
Epitope1D	Corynebacterium	Accuracy	0.442934782608696	NoLeakage
Epitope1D	C. trachomatis	AUC	0.550858528932919	NoLeakage
Epitope1D	C. trachomatis	F1	0.330674846625767	NoLeakage
Epitope1D	C. trachomatis	MCC	0.0834915911056437	NoLeakage
Epitope1D	C. trachomatis	PPV	0.649397590361446	NoLeakage
Epitope1D	C. trachomatis	NPV	0.455513964871869	NoLeakage
Epitope1D	C. trachomatis	Sensitivity	0.221810699588477	NoLeakage
Epitope1D	C. trachomatis	Specificity	0.844634276561666	NoLeakage
Epitope1D	C. trachomatis	Balanced accuracy	0.533222488075072	NoLeakage
Epitope1D	C. trachomatis	Accuracy	0.492911921914943	NoLeakage
Epitope1D	E. coli	AUC	0.544055954495917	NoLeakage
Epitope1D	E. coli	F1	0.409679234665166	NoLeakage
Epitope1D	E. coli	MCC	0.235055810808859	NoLeakage
Epitope1D	E. coli	PPV	0.88780487804878	NoLeakage
Epitope1D	E. coli	NPV	0.389531345100426	NoLeakage
Epitope1D	E. coli	Sensitivity	0.266276517922458	NoLeakage
Epitope1D	E. coli	Specificity	0.932944606413994	NoLeakage
Epitope1D	E. coli	Balanced accuracy	0.599610562168226	NoLeakage
Epitope1D	E. coli	Accuracy	0.489040428641013	NoLeakage
Epitope1D	Enterobacteriaceae	AUC	0.56964212300559	NoLeakage
Epitope1D	Enterobacteriaceae	F1	0.356314826113484	NoLeakage
Epitope1D	Enterobacteriaceae	MCC	0.095507535379602	NoLeakage
Epitope1D	Enterobacteriaceae	PPV	0.507384882710686	NoLeakage
Epitope1D	Enterobacteriaceae	NPV	0.605067826977221	NoLeakage
Epitope1D	Enterobacteriaceae	Sensitivity	0.274565115185708	NoLeakage
Epitope1D	Enterobacteriaceae	Specificity	0.806550665301945	NoLeakage
Epitope1D	Enterobacteriaceae	Balanced accuracy	0.540557890243826	NoLeakage
Epitope1D	Enterobacteriaceae	Accuracy	0.582839066824832	NoLeakage
Epitope1D	Filoviridae	AUC	0.612955631460782	NoLeakage
Epitope1D	Filoviridae	F1	0.274682846111418	NoLeakage
Epitope1D	Filoviridae	MCC	0.138106323014187	NoLeakage
Epitope1D	Filoviridae	PPV	0.323376623376623	NoLeakage
Epitope1D	Filoviridae	NPV	0.832665964172813	NoLeakage
Epitope1D	Filoviridae	Sensitivity	0.238734419942474	NoLeakage
Epitope1D	Filoviridae	Specificity	0.883497316636851	NoLeakage
Epitope1D	Filoviridae	Balanced accuracy	0.561115868289663	NoLeakage
Epitope1D	Filoviridae	Accuracy	0.761559383499547	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	AUC	0.609479758466508	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	F1	0.505188391321236	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	MCC	0.125808675382774	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	PPV	0.364247419380651	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	NPV	0.771616541353384	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Sensitivity	0.824040550325851	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Specificity	0.292457030902128	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Balanced accuracy	0.55824879061399	NoLeakage
Epitope1D	Human Gammaherpesvirus 4	Accuracy	0.467737121709545	NoLeakage
Epitope1D	Influenza A	AUC	0.54885474539588	NoLeakage
Epitope1D	Influenza A	F1	0.423880597014925	NoLeakage
Epitope1D	Influenza A	MCC	0.109279591285664	NoLeakage
Epitope1D	Influenza A	PPV	0.72710843373494	NoLeakage
Epitope1D	Influenza A	NPV	0.392089423903697	NoLeakage
Epitope1D	Influenza A	Sensitivity	0.29913258983891	NoLeakage
Epitope1D	Influenza A	Specificity	0.801054018445323	NoLeakage
Epitope1D	Influenza A	Balanced accuracy	0.550093304142116	NoLeakage
Epitope1D	Influenza A	Accuracy	0.480196451204056	NoLeakage
Epitope1D	Lentivirus	AUC	0.567349576870002	NoLeakage
Epitope1D	Lentivirus	F1	0.405012531328321	NoLeakage
Epitope1D	Lentivirus	MCC	-0.0870631817370922	NoLeakage
Epitope1D	Lentivirus	PPV	0.765151515151515	NoLeakage
Epitope1D	Lentivirus	NPV	0.161010260457774	NoLeakage
Epitope1D	Lentivirus	Sensitivity	0.275391956373551	NoLeakage
Epitope1D	Lentivirus	Specificity	0.621951219512195	NoLeakage
Epitope1D	Lentivirus	Balanced accuracy	0.448671587942873	NoLeakage
Epitope1D	Lentivirus	Accuracy	0.338718662952646	NoLeakage
Epitope1D	Measles morbilivirus	AUC	0.583859336813203	NoLeakage
Epitope1D	Measles morbilivirus	F1	0.12298682284041	NoLeakage
Epitope1D	Measles morbilivirus	MCC	-0.169816572986956	NoLeakage
Epitope1D	Measles morbilivirus	PPV	0.23728813559322	NoLeakage
Epitope1D	Measles morbilivirus	NPV	0.528455284552846	NoLeakage
Epitope1D	Measles morbilivirus	Sensitivity	0.08300395256917	NoLeakage
Epitope1D	Measles morbilivirus	Specificity	0.793893129770992	NoLeakage
Epitope1D	Measles morbilivirus	Balanced accuracy	0.438448541170081	NoLeakage
Epitope1D	Measles morbilivirus	Accuracy	0.484065460809647	NoLeakage
Epitope1D	Mononegavirales	AUC	0.536035074708207	NoLeakage
Epitope1D	Mononegavirales	F1	0.249011113203993	NoLeakage
Epitope1D	Mononegavirales	MCC	0.0682097749673486	NoLeakage
Epitope1D	Mononegavirales	PPV	0.393452380952381	NoLeakage
Epitope1D	Mononegavirales	NPV	0.696243987309385	NoLeakage
Epitope1D	Mononegavirales	Sensitivity	0.182143841278589	NoLeakage
Epitope1D	Mononegavirales	Specificity	0.869726412682178	NoLeakage
Epitope1D	Mononegavirales	Balanced accuracy	0.525935126980384	NoLeakage
Epitope1D	Mononegavirales	Accuracy	0.651820801676709	NoLeakage
Epitope1D	M. tuberculosis	AUC	0.53629284044579	NoLeakage
Epitope1D	M. tuberculosis	F1	0.529781068898905	NoLeakage
Epitope1D	M. tuberculosis	MCC	0.0200521659222584	NoLeakage
Epitope1D	M. tuberculosis	PPV	0.453993654297144	NoLeakage
Epitope1D	M. tuberculosis	NPV	0.566597653554175	NoLeakage
Epitope1D	M. tuberculosis	Sensitivity	0.635942028985507	NoLeakage
Epitope1D	M. tuberculosis	Specificity	0.383585111353372	NoLeakage
Epitope1D	M. tuberculosis	Balanced accuracy	0.50976357016944	NoLeakage
Epitope1D	M. tuberculosis	Accuracy	0.496205588133839	NoLeakage
Epitope1D	Orthopoxvirus	AUC	0.643766680600662	NoLeakage
Epitope1D	Orthopoxvirus	F1	0.593288590604027	NoLeakage
Epitope1D	Orthopoxvirus	MCC	0.307432072647154	NoLeakage
Epitope1D	Orthopoxvirus	PPV	0.426640926640927	NoLeakage
Epitope1D	Orthopoxvirus	NPV	0.95	NoLeakage
Epitope1D	Orthopoxvirus	Sensitivity	0.973568281938326	NoLeakage
Epitope1D	Orthopoxvirus	Specificity	0.277372262773723	NoLeakage
Epitope1D	Orthopoxvirus	Balanced accuracy	0.625470272356024	NoLeakage
Epitope1D	Orthopoxvirus	Accuracy	0.525078369905956	NoLeakage
Epitope1D	O. volvulus	AUC	0.635238165635925	NoLeakage
Epitope1D	O. volvulus	F1	0.179271708683473	NoLeakage
Epitope1D	O. volvulus	MCC	0.044427676343913	NoLeakage
Epitope1D	O. volvulus	PPV	0.149026248941575	NoLeakage
Epitope1D	O. volvulus	NPV	0.88843925319599	NoLeakage
Epitope1D	O. volvulus	Sensitivity	0.224920127795527	NoLeakage
Epitope1D	O. volvulus	Specificity	0.827763496143959	NoLeakage
Epitope1D	O. volvulus	Balanced accuracy	0.526341811969743	NoLeakage
Epitope1D	O. volvulus	Accuracy	0.756479032867397	NoLeakage
Epitope1D	P. aeruginosa	AUC	0.552548943173943	NoLeakage
Epitope1D	P. aeruginosa	F1	0.236024844720497	NoLeakage
Epitope1D	P. aeruginosa	MCC	0.0141375746758376	NoLeakage
Epitope1D	P. aeruginosa	PPV	0.333333333333333	NoLeakage
Epitope1D	P. aeruginosa	NPV	0.684014869888476	NoLeakage
Epitope1D	P. aeruginosa	Sensitivity	0.182692307692308	NoLeakage
Epitope1D	P. aeruginosa	Specificity	0.828828828828829	NoLeakage
Epitope1D	P. aeruginosa	Balanced accuracy	0.505760568260568	NoLeakage
Epitope1D	P. aeruginosa	Accuracy	0.622699386503067	NoLeakage
Epitope1D	P. falciparum	AUC	0.569805720118566	NoLeakage
Epitope1D	P. falciparum	F1	0.751697945832063	NoLeakage
Epitope1D	P. falciparum	MCC	0.0761968667951177	NoLeakage
Epitope1D	P. falciparum	PPV	0.664770777151263	NoLeakage
Epitope1D	P. falciparum	NPV	0.435569755058573	NoLeakage
Epitope1D	P. falciparum	Sensitivity	0.86477867074882	NoLeakage
Epitope1D	P. falciparum	Specificity	0.193083913607931	NoLeakage
Epitope1D	P. falciparum	Balanced accuracy	0.528931292178376	NoLeakage
Epitope1D	P. falciparum	Accuracy	0.629125087988075	NoLeakage
Epitope1D	S. mansoni	AUC	0.521727022795098	NoLeakage
Epitope1D	S. mansoni	F1	0.242271505376344	NoLeakage
Epitope1D	S. mansoni	MCC	-0.0161166634916275	NoLeakage
Epitope1D	S. mansoni	PPV	0.225735754539762	NoLeakage
Epitope1D	S. mansoni	NPV	0.75890637945319	NoLeakage
Epitope1D	S. mansoni	Sensitivity	0.261421319796954	NoLeakage
